date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:43:19	76539/76539	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:57:06%20GMT	https://winsfolio.net/html/foodio/index.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/index-2.html	(from https://winsfolio.net/html/foodio/)
18:43:20	4175/4175	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:22%20GMT	https://winsfolio.net/html/foodio/assets/img/logo.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/logo.png	(from https://winsfolio.net/html/foodio/)
18:43:20	25912/25912	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:46%20GMT	https://winsfolio.net/html/foodio/cart-checkout.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/cart-checkout.html	(from https://winsfolio.net/html/foodio/)
18:43:20	53981/53981	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:57:02%20GMT	https://winsfolio.net/html/foodio/index-2.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/index-3.html	(from https://winsfolio.net/html/foodio/)
18:43:21	88716/88716	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:57:12%20GMT	https://winsfolio.net/html/foodio/index-3.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/index-4.html	(from https://winsfolio.net/html/foodio/)
18:43:21	51616/51616	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:56%20GMT	https://winsfolio.net/html/foodio/about.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/about.html	(from https://winsfolio.net/html/foodio/)
18:43:22	25970/25970	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:22%20GMT	https://winsfolio.net/html/foodio/menu-1.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/menu-1.html	(from https://winsfolio.net/html/foodio/)
18:43:22	25988/25988	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:18%20GMT	https://winsfolio.net/html/foodio/menu-2.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/menu-2.html	(from https://winsfolio.net/html/foodio/)
18:43:23	39193/39193	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:14%20GMT	https://winsfolio.net/html/foodio/menu-3.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/menu-3.html	(from https://winsfolio.net/html/foodio/)
18:43:23	26878/26878	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:55:56%20GMT	https://winsfolio.net/html/foodio/shop.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/shop.html	(from https://winsfolio.net/html/foodio/)
18:43:23	26261/26261	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:55:56%20GMT	https://winsfolio.net/html/foodio/product-details.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/product-details.html	(from https://winsfolio.net/html/foodio/)
18:43:23	24624/24624	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:55:46%20GMT	https://winsfolio.net/html/foodio/shop-cart.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/shop-cart.html	(from https://winsfolio.net/html/foodio/)
18:43:24	27239/27239	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:10%20GMT	https://winsfolio.net/html/foodio/our-blog.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/our-blog.html	(from https://winsfolio.net/html/foodio/)
18:43:24	31552/31552	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:50%20GMT	https://winsfolio.net/html/foodio/blog-details.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/blog-details.html	(from https://winsfolio.net/html/foodio/)
18:43:24	27243/27243	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:02%20GMT	https://winsfolio.net/html/foodio/our-services.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/our-services.html	(from https://winsfolio.net/html/foodio/)
18:43:25	35898/35898	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:40%20GMT	https://winsfolio.net/html/foodio/chef-details.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/chef-details.html	(from https://winsfolio.net/html/foodio/)
18:43:25	22955/22955	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20Mar%202023%2012:56:34%20GMT	https://winsfolio.net/html/foodio/contact.html	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/contact.html	(from https://winsfolio.net/html/foodio/)
18:43:25	5499/5499	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:56%20GMT	https://winsfolio.net/html/foodio/assets/img/product-img-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/product-img-1.png	(from https://winsfolio.net/html/foodio/)
18:43:27	101244/101244	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:08%20GMT	https://winsfolio.net/html/foodio/assets/img/hero-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/hero-2.jpg	(from https://winsfolio.net/html/foodio/)
18:43:27	547645/547645	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:10%20GMT	https://winsfolio.net/html/foodio/assets/img/hero-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/hero-1.jpg	(from https://winsfolio.net/html/foodio/)
18:43:28	206935/206935	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:14%20GMT	https://winsfolio.net/html/foodio/assets/img/hero-4.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/hero-4.jpg	(from https://winsfolio.net/html/foodio/)
18:43:28	12867/12867	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:44%20GMT	https://winsfolio.net/html/foodio/assets/img/pizze-img.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/pizze-img.png	(from https://winsfolio.net/html/foodio/)
18:43:28	306108/306108	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:12%20GMT	https://winsfolio.net/html/foodio/assets/img/hero-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/hero-3.jpg	(from https://winsfolio.net/html/foodio/)
18:43:28	7137/7137	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:06%20GMT	https://winsfolio.net/html/foodio/assets/img/girl.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/girl.jpg	(from https://winsfolio.net/html/foodio/)
18:43:29	44766/44766	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:16%20GMT	https://winsfolio.net/html/foodio/assets/img/restaurant-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/restaurant-2.jpg	(from https://winsfolio.net/html/foodio/)
18:43:29	104691/104691	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:20%20GMT	https://winsfolio.net/html/foodio/assets/img/restaurant.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/restaurant.jpg	(from https://winsfolio.net/html/foodio/)
18:43:30	64037/64037	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:18%20GMT	https://winsfolio.net/html/foodio/assets/img/restaurant-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/restaurant-3.jpg	(from https://winsfolio.net/html/foodio/)
18:43:30	118223/118223	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:36%20GMT	https://winsfolio.net/html/foodio/assets/img/discover-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/discover-1.png	(from https://winsfolio.net/html/foodio/)
18:43:30	112405/112405	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:38%20GMT	https://winsfolio.net/html/foodio/assets/img/discover-2.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/discover-2.png	(from https://winsfolio.net/html/foodio/)
18:43:30	104365/104365	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:40%20GMT	https://winsfolio.net/html/foodio/assets/img/discover-3.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/discover-3.png	(from https://winsfolio.net/html/foodio/)
18:43:30	57388/57388	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:44%20GMT	https://winsfolio.net/html/foodio/assets/img/discover-8.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/discover-8.png	(from https://winsfolio.net/html/foodio/)
18:43:31	129055/129055	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:42%20GMT	https://winsfolio.net/html/foodio/assets/img/discover-7.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/discover-7.png	(from https://winsfolio.net/html/foodio/)
18:43:31	93964/93964	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:04%20GMT	https://winsfolio.net/html/foodio/assets/img/bbq.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/bbq.jpg	(from https://winsfolio.net/html/foodio/)
18:43:31	52652/52652	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:04%20GMT	https://winsfolio.net/html/foodio/assets/img/bbq-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/bbq-1.jpg	(from https://winsfolio.net/html/foodio/)
18:43:31	35823/35823	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:32%20GMT	https://winsfolio.net/html/foodio/assets/img/patron.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/patron.jpg	(from https://winsfolio.net/html/foodio/)
18:43:32	35420/35420	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:52%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-dishes-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-dishes-1.png	(from https://winsfolio.net/html/foodio/)
18:43:32	36992/36992	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:54%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-dishes-2.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-dishes-2.png	(from https://winsfolio.net/html/foodio/)
18:43:32	43184/43184	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:56%20GMT	https://winsfolio.net/html/foodio/assets/img/featured-dishes-3.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/featured-dishes-3.png	(from https://winsfolio.net/html/foodio/)
18:43:32	1678/1678	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:58%20GMT	https://winsfolio.net/html/foodio/assets/img/quote.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/quote.png	(from https://winsfolio.net/html/foodio/)
18:43:33	28378/28378	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:16%20GMT	https://winsfolio.net/html/foodio/assets/img/bratlee-hamint-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/bratlee-hamint-2.jpg	(from https://winsfolio.net/html/foodio/)
18:43:33	57603/57603	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:14%20GMT	https://winsfolio.net/html/foodio/assets/img/bratlee-hamint-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/bratlee-hamint-1.jpg	(from https://winsfolio.net/html/foodio/)
18:43:33	46423/46423	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:16%20GMT	https://winsfolio.net/html/foodio/assets/img/bratlee-hamint-3.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/bratlee-hamint-3.jpg	(from https://winsfolio.net/html/foodio/)
18:43:34	55694/55694	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:24%20GMT	https://winsfolio.net/html/foodio/assets/img/chef-1.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/chef-1.png	(from https://winsfolio.net/html/foodio/)
18:43:34	967/967	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:20%20GMT	https://winsfolio.net/html/foodio/assets/img/sine.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/sine.png	(from https://winsfolio.net/html/foodio/)
18:43:34	55937/55937	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:24%20GMT	https://winsfolio.net/html/foodio/assets/img/chef-2.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/chef-2.png	(from https://winsfolio.net/html/foodio/)
18:43:34	59324/59324	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:32:26%20GMT	https://winsfolio.net/html/foodio/assets/img/chef-3.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/chef-3.png	(from https://winsfolio.net/html/foodio/)
18:43:35	27762/27762	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:58%20GMT	https://winsfolio.net/html/foodio/assets/img/recent-news-1.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/recent-news-1.jpg	(from https://winsfolio.net/html/foodio/)
18:43:35	238146/238146	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:24%20GMT	https://winsfolio.net/html/foodio/assets/img/manage-your.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/manage-your.png	(from https://winsfolio.net/html/foodio/)
18:43:36	5281/5281	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:33:22%20GMT	https://winsfolio.net/html/foodio/assets/img/man.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/man.jpg	(from https://winsfolio.net/html/foodio/)
18:43:37	43598/43598	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:34:00%20GMT	https://winsfolio.net/html/foodio/assets/img/recent-news-2.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/recent-news-2.jpg	(from https://winsfolio.net/html/foodio/)
18:43:38	84754/84754	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:04%20GMT	https://winsfolio.net/html/foodio/assets/img/footer.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/footer.png	(from https://winsfolio.net/html/foodio/)
18:43:38	3741/3741	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:33:22%20GMT	https://winsfolio.net/html/foodio/assets/img/logo-white.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/logo-white.png	(from https://winsfolio.net/html/foodio/)
18:43:38	1630/1630	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Mar%202023%2013:34:40%20GMT	https://winsfolio.net/html/foodio/assets/img/tripa.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/tripa.png	(from https://winsfolio.net/html/foodio/)
18:43:38	267962/267962	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Mar%202023%2013:32:58%20GMT	https://winsfolio.net/html/foodio/assets/img/follow.jpg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/follow.jpg	(from https://winsfolio.net/html/foodio/)
18:43:39	59219/59219	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:34:50%20GMT	https://winsfolio.net/html/foodio/assets/js/bootstrap.min.js	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/js/bootstrap.min.js	(from https://winsfolio.net/html/foodio/)
18:43:39	44342/44342	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:34:56%20GMT	https://winsfolio.net/html/foodio/assets/js/owl.carousel.min.js	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/js/owl.carousel.min.js	(from https://winsfolio.net/html/foodio/)
18:43:39	68253/68253	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:34:54%20GMT	https://winsfolio.net/html/foodio/assets/js/jquery.fancybox.min.js	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/js/jquery.fancybox.min.js	(from https://winsfolio.net/html/foodio/)
18:43:40	9399/9399	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2021%20Mar%202023%2012:58:10%20GMT	https://winsfolio.net/html/foodio/assets/js/custom.js	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/js/custom.js	(from https://winsfolio.net/html/foodio/)
18:43:40	1668/1668	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2016%20Mar%202023%2015:21:00%20GMT	https://winsfolio.net/html/foodio/assets/js/contact.js	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/js/contact.js	(from https://winsfolio.net/html/foodio/)
18:43:40	40808/40808	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2016%20Mar%202023%2014:50:18%20GMT	https://winsfolio.net/html/foodio/assets/js/sweetalert.min.js	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/js/sweetalert.min.js	(from https://winsfolio.net/html/foodio/)
18:43:40	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2025%20Apr%202026%2013:13:40%20GMT	https://winsfolio.net/html/foodio/assets/css/owl.video.play.png	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/css/owl.video.play.png	(from https://winsfolio.net/html/foodio/assets/css/owl.carousel.min.css)
18:43:42	107656/107656	---M--	200	added ('OK')	font/woff2	date:Mon,%2006%20Mar%202023%2013:31:44%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-brands-400.woff2	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-brands-400.woff2	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:42	25236/25236	---M--	200	added ('OK')	font/woff2	date:Mon,%2006%20Mar%202023%2013:31:46%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-regular-400.woff2	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-regular-400.woff2	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:42	62320/62320	---M--	200	added ('OK')	font/ttf	date:Mon,%2006%20Mar%202023%2013:31:46%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-regular-400.ttf	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-regular-400.ttf	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:42	186124/186124	---M--	200	added ('OK')	font/ttf	date:Mon,%2006%20Mar%202023%2013:31:44%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-brands-400.ttf	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-brands-400.ttf	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:43	4568/4568	---M--	200	added ('OK')	font/woff2	date:Mon,%2006%20Mar%202023%2013:31:50%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-v4compatibility.woff2	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-v4compatibility.woff2	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:43	150516/150516	---M--	200	added ('OK')	font/woff2	date:Mon,%2006%20Mar%202023%2013:31:48%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-solid-900.woff2	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-solid-900.woff2	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:43	397420/397420	---M--	200	added ('OK')	font/ttf	date:Mon,%2006%20Mar%202023%2013:31:50%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-solid-900.ttf	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-solid-900.ttf	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:43	10140/10140	---M--	200	added ('OK')	font/ttf	date:Mon,%2006%20Mar%202023%2013:31:50%20GMT	https://winsfolio.net/html/foodio/assets/fonts/fa-v4compatibility.ttf	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/fonts/fa-v4compatibility.ttf	(from https://winsfolio.net/html/foodio/assets/css/fontawesome.min.css)
18:43:43	940/940	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Mar%202023%2013:34:14%20GMT	https://winsfolio.net/html/foodio/assets/img/remove.svg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/remove.svg	(from https://winsfolio.net/html/foodio/assets/css/style.css)
18:43:44	967/967	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Mar%202023%2013:32:46%20GMT	https://winsfolio.net/html/foodio/assets/img/down-arrow.svg	E:/MInd_mesh_wesbite/resturant_1/foodio/winsfolio.net/html/foodio/assets/img/down-arrow.svg	(from https://winsfolio.net/html/foodio/assets/css/style.css)
